ID,position_ID,department_ID,spacesuit_ID,origin_planet_ID,wormhole_navigation_skill,stardust_collection,first_name,last_name,nick_name,birthday,email,createdAt,createdBy,modifiedAt,modifiedBy
ef7fd4c6-8edc-420a-87f8-6ebaa55aacd1,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,85d4f2da-2e37-4a9f-b165-6f25426e4fc2,1cf9fa63-93c2-42dd-822a-110fb220eb6d,ce8252f0-6942-41fc-97de-30475b03819a,1,371064,Rigel,Blackhole,Rig-Bla,2215-10-11,rigel_blackhole@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
13c3bd3c-c8a9-452f-9ca4-22c50c4d2928,bbf25b5e-738a-40a6-bb60-cb8365e58259,abed6ac3-2193-4898-b6a8-8b8d8e331f58,56d90c4a-61f5-4684-b021-35a998015790,3ecbf208-aa4f-46e0-a1e4-6aa16b3e3f7c,9,82817,Nova,Nebula,Nov-Neb,2276-12-06,nova_nebula@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
c8864b56-a70f-458f-a580-eb7a93d7f0e7,c58df844-0dac-484c-8ebb-43cf61d9b577,6de07ed5-af48-4381-a038-a817b5769903,59e3c46b-de6d-418b-b8cb-29aa37710696,55929c45-9f7c-49cd-9f05-35848d9f98d1,3,984579,Vega,Quasar,Veg-Qua,2215-07-16,vega_quasar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
02da6f5e-9705-4c6b-b4df-13a588fefe1c,bbf25b5e-738a-40a6-bb60-cb8365e58259,6de07ed5-af48-4381-a038-a817b5769903,69198189-a578-4891-ac74-64b7413eb9f0,e093048b-c1f8-49eb-ba79-fe6599e00154,4,601614,Lyra,Cosmos,Lyr-Cos,2270-07-20,lyra_cosmos@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
c6c6e9cb-d006-4413-aefa-a7dbc9108fe3,bbf25b5e-738a-40a6-bb60-cb8365e58259,6de07ed5-af48-4381-a038-a817b5769903,bb112e56-b511-4003-ba80-7963e1382f6d,3ecbf208-aa4f-46e0-a1e4-6aa16b3e3f7c,5,126976,Zephyr,Blackhole,Zep-Bla,2232-05-26,zephyr_blackhole@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
f60c0981-a79c-4c81-89ca-df59758d3a7b,c58df844-0dac-484c-8ebb-43cf61d9b577,85d4f2da-2e37-4a9f-b165-6f25426e4fc2,dd534946-89de-4a92-b4fe-f5310fec1ea7,ce8252f0-6942-41fc-97de-30475b03819a,3,787778,Sol,Celestia,Sol-Cel,2269-08-08,sol_celestia@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
d475b9fe-04f1-499f-817f-d25ef38c8911,bbf25b5e-738a-40a6-bb60-cb8365e58259,6de07ed5-af48-4381-a038-a817b5769903,ce1cb2a9-d5de-4d99-b290-cbd756cc3063,a08d5219-a632-4f78-9de9-1769ae45b269,4,212415,Andromeda,Blackhole,And-Bla,2258-03-30,andromeda_blackhole@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
b922df5a-c932-4e64-84eb-e8441474f1b5,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,a4c92264-54a9-42ac-8bf9-71675375ebb0,69198189-a578-4891-ac74-64b7413eb9f0,e44b8b8d-3a2b-4223-9ae7-9e68e41eff0d,4,135713,Sirius,Hyperion,Sir-Hyp,2275-09-24,sirius_hyperion@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
6735a334-3e0b-444c-8742-480c8556635d,f43aeced-8fa5-47d2-b8ef-c864e4e09a37,6de07ed5-af48-4381-a038-a817b5769903,ee15cebd-6117-4793-840a-6ad00d52452e,a08d5219-a632-4f78-9de9-1769ae45b269,0,739776,Nova,Blackhole,Nov-Bla,2243-12-13,nova_blackhole@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
60e0ba56-2859-47af-bd20-1c8995d26035,bbf25b5e-738a-40a6-bb60-cb8365e58259,a4c92264-54a9-42ac-8bf9-71675375ebb0,dd534946-89de-4a92-b4fe-f5310fec1ea7,e44b8b8d-3a2b-4223-9ae7-9e68e41eff0d,9,252764,Rigel,Eclipse,Rig-Ecl,2293-01-10,rigel_eclipse@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
da60ceb3-8029-4b38-9a63-7caf19a83c33,1af34c7e-2575-4a29-8ca9-e3075f5c3274,a4c92264-54a9-42ac-8bf9-71675375ebb0,859ce1f5-6ea4-44b9-81bb-85fc75939c65,55929c45-9f7c-49cd-9f05-35848d9f98d1,0,206915,Vega,Hyperion,Veg-Hyp,2227-06-03,vega_hyperion@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
e3ef7d98-91e1-4a2e-af32-26bb5b488f78,f43aeced-8fa5-47d2-b8ef-c864e4e09a37,85d4f2da-2e37-4a9f-b165-6f25426e4fc2,c048e8c9-e4c3-42cb-b97e-60a264a6295f,ce8252f0-6942-41fc-97de-30475b03819a,9,414014,Sirius,Zenith,Sir-Zen,2287-02-18,sirius_zenith@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
1d7606f7-d670-4651-9d47-033b78d7ce3a,f43aeced-8fa5-47d2-b8ef-c864e4e09a37,6de07ed5-af48-4381-a038-a817b5769903,447143ae-95bf-4527-9616-43c248355664,a08d5219-a632-4f78-9de9-1769ae45b269,3,356739,Sol,Stellar,Sol-Ste,2256-09-29,sol_stellar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
6b208690-feec-4e65-aaf8-cb1712897f4a,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,abed6ac3-2193-4898-b6a8-8b8d8e331f58,01d850d3-949f-457e-9183-e5c90a2fd4a6,e093048b-c1f8-49eb-ba79-fe6599e00154,4,142128,Sol,Quasar,Sol-Qua,2256-07-27,sol_quasar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
19ce1c52-73ce-4924-8c99-04ebaf02e9ef,f43aeced-8fa5-47d2-b8ef-c864e4e09a37,d11119b4-d1a8-426d-a000-339f0df48a66,a6784440-c66d-4e19-b4d5-0226de1b51d9,a08d5219-a632-4f78-9de9-1769ae45b269,0,337574,Nova,Hyperion,Nov-Hyp,2204-01-13,nova_hyperion@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
ff331df7-fa1f-4449-9f12-d07eb275f14c,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,abed6ac3-2193-4898-b6a8-8b8d8e331f58,ed61b2b6-dae5-43b5-ae27-8ef7ae78cce1,7ec0e3b7-1e98-4fab-a675-d143eed3e162,1,779992,Orion,Pulsar,Ori-Pul,2209-11-14,orion_pulsar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
95c2b4ce-88bf-43b7-99f3-1601d54bb593,1af34c7e-2575-4a29-8ca9-e3075f5c3274,abed6ac3-2193-4898-b6a8-8b8d8e331f58,0dd7ddc8-2849-48b8-a2fe-14d859ebfc45,e568b88f-dbdf-47b8-bb0f-b346419b6ee1,2,361785,Sirius,Quasar,Sir-Qua,2201-08-18,sirius_quasar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
ce31aba4-d91b-4a57-9052-b0dd04535609,1af34c7e-2575-4a29-8ca9-e3075f5c3274,6de07ed5-af48-4381-a038-a817b5769903,2f67f6dd-e8d8-477d-9c40-013d531a001b,a08d5219-a632-4f78-9de9-1769ae45b269,9,875855,Cassiopeia,Blackhole,Cas-Bla,2295-06-24,cassiopeia_blackhole@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
d1ad0bfb-8947-469f-8770-0b85b8119ec7,c58df844-0dac-484c-8ebb-43cf61d9b577,d11119b4-d1a8-426d-a000-339f0df48a66,e7183745-3619-48bd-9cbb-94706ba3d764,55929c45-9f7c-49cd-9f05-35848d9f98d1,8,294245,Sol,Eclipse,Sol-Ecl,2263-09-19,sol_eclipse@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
48b4542c-71bd-4042-9005-098c144389af,bbf25b5e-738a-40a6-bb60-cb8365e58259,d11119b4-d1a8-426d-a000-339f0df48a66,e7183745-3619-48bd-9cbb-94706ba3d764,55929c45-9f7c-49cd-9f05-35848d9f98d1,6,848528,Sol,Nebula,Sol-Neb,2238-11-21,sol_nebula@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
60f2823e-7f34-490d-af8d-82c641f5474c,1af34c7e-2575-4a29-8ca9-e3075f5c3274,d11119b4-d1a8-426d-a000-339f0df48a66,8d9c104b-9b6b-4d8e-9eca-6d7809955b03,ce8252f0-6942-41fc-97de-30475b03819a,5,931814,Andromeda,Pulsar,And-Pul,2220-05-07,andromeda_pulsar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
a9a57d1d-c91e-4463-9467-489be452d8c3,bbf25b5e-738a-40a6-bb60-cb8365e58259,d11119b4-d1a8-426d-a000-339f0df48a66,ff5a53f4-f73d-48cd-b40a-90c1ca8b0f01,e093048b-c1f8-49eb-ba79-fe6599e00154,10,917282,Cassiopeia,Stellar,Cas-Ste,2223-05-19,cassiopeia_stellar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
3a57501a-41f8-40e0-953b-a481bebe100d,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,6de07ed5-af48-4381-a038-a817b5769903,56d90c4a-61f5-4684-b021-35a998015790,3ecbf208-aa4f-46e0-a1e4-6aa16b3e3f7c,6,490480,Rigel,Stellar,Rig-Ste,2215-07-03,rigel_stellar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
d60b593f-de94-4eab-9bde-ad2719aeeb25,c58df844-0dac-484c-8ebb-43cf61d9b577,d11119b4-d1a8-426d-a000-339f0df48a66,5c0e2834-4111-492a-be88-3b90c15af579,aaee7495-442e-41e7-b75f-1f3c1ab3490e,9,80701,Lyra,Hyperion,Lyr-Hyp,2255-04-20,lyra_hyperion@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
d37e155f-4ba9-41aa-88f6-15f2201e095c,1af34c7e-2575-4a29-8ca9-e3075f5c3274,85d4f2da-2e37-4a9f-b165-6f25426e4fc2,447143ae-95bf-4527-9616-43c248355664,ce8252f0-6942-41fc-97de-30475b03819a,2,404788,Rigel,Pulsar,Rig-Pul,2233-12-01,rigel_pulsar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
c009e3f2-cf2c-4f4b-bc19-0a0acc5b00c9,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,d11119b4-d1a8-426d-a000-339f0df48a66,86984307-651c-4d89-88e0-883f34223e30,12efce5a-4904-4e26-b866-acfb9ac3577d,7,744311,Vega,Eclipse,Veg-Ecl,2208-12-01,vega_eclipse@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
6e58712a-bbba-4a67-b4a1-6fba2159891c,1af34c7e-2575-4a29-8ca9-e3075f5c3274,a4c92264-54a9-42ac-8bf9-71675375ebb0,ee5879ba-5a11-45e6-ae43-b4467a78b085,a08d5219-a632-4f78-9de9-1769ae45b269,7,206226,Sol,Pulsar,Sol-Pul,2290-02-16,sol_pulsar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
c07ca231-e7ea-4f4d-b016-f582f62bba94,c58df844-0dac-484c-8ebb-43cf61d9b577,6de07ed5-af48-4381-a038-a817b5769903,b2d4f53a-1c2f-4880-9792-23ad82c473b2,e568b88f-dbdf-47b8-bb0f-b346419b6ee1,10,762636,Sirius,Nebula,Sir-Neb,2226-03-13,sirius_nebula@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
77642eba-7e31-43b1-bc4a-4491a720821f,c58df844-0dac-484c-8ebb-43cf61d9b577,d11119b4-d1a8-426d-a000-339f0df48a66,e7183745-3619-48bd-9cbb-94706ba3d764,e093048b-c1f8-49eb-ba79-fe6599e00154,4,494775,Rigel,Celestia,Rig-Cel,2206-05-24,rigel_celestia@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
acd1fbd1-edfe-4f4b-b849-bb1418a8a9bb,f43aeced-8fa5-47d2-b8ef-c864e4e09a37,6de07ed5-af48-4381-a038-a817b5769903,c048e8c9-e4c3-42cb-b97e-60a264a6295f,3ecbf208-aa4f-46e0-a1e4-6aa16b3e3f7c,3,198464,Lyra,Zenith,Lyr-Zen,2266-03-22,lyra_zenith@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
fcb31a4c-b423-4cf1-b78c-e8517e47341c,bbf25b5e-738a-40a6-bb60-cb8365e58259,6de07ed5-af48-4381-a038-a817b5769903,1f7ba1c2-a2e4-4f98-83a0-25d9f5eba7c5,55929c45-9f7c-49cd-9f05-35848d9f98d1,0,255611,Cassiopeia,Celestia,Cas-Cel,2226-10-05,cassiopeia_celestia@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
21c314a4-e664-4e56-a8ac-d26796aa5901,c58df844-0dac-484c-8ebb-43cf61d9b577,a4c92264-54a9-42ac-8bf9-71675375ebb0,b2d4f53a-1c2f-4880-9792-23ad82c473b2,ce8252f0-6942-41fc-97de-30475b03819a,6,784778,Cassiopeia,Hyperion,Cas-Hyp,2206-07-19,cassiopeia_hyperion@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
7ba47590-671d-49c3-9cff-0d4312c24f25,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,85d4f2da-2e37-4a9f-b165-6f25426e4fc2,3372f601-1d9e-4365-843a-358cab4f0df7,55929c45-9f7c-49cd-9f05-35848d9f98d1,10,828290,Nova,Quasar,Nov-Qua,2293-06-01,nova_quasar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
fde4f815-5aa3-4bc2-83c9-18f708020d9a,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,6de07ed5-af48-4381-a038-a817b5769903,69198189-a578-4891-ac74-64b7413eb9f0,e568b88f-dbdf-47b8-bb0f-b346419b6ee1,1,559586,Sirius,Celestia,Sir-Cel,2226-02-02,sirius_celestia@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
2fc507e4-c3e0-449a-8931-4b23ce335eac,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,a4c92264-54a9-42ac-8bf9-71675375ebb0,c32f82e1-509d-4808-b9c4-ef56ce6e0ea3,e568b88f-dbdf-47b8-bb0f-b346419b6ee1,3,836133,Rigel,Zenith,Rig-Zen,2274-09-12,rigel_zenith@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
cd34d3c6-7d45-49ec-b183-b8b410b0e060,c58df844-0dac-484c-8ebb-43cf61d9b577,d11119b4-d1a8-426d-a000-339f0df48a66,1d04723e-078c-4d56-b245-7b9966ce76bd,7ec0e3b7-1e98-4fab-a675-d143eed3e162,4,766318,Vega,Celestia,Veg-Cel,2246-11-29,vega_celestia@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
98350bcd-1cd4-437d-9468-b0ad0a8be31e,f43aeced-8fa5-47d2-b8ef-c864e4e09a37,85d4f2da-2e37-4a9f-b165-6f25426e4fc2,d3ceab9d-aaed-4dea-a446-3a6e7d827010,aaee7495-442e-41e7-b75f-1f3c1ab3490e,10,457618,Zephyr,Nebula,Zep-Neb,2270-07-27,zephyr_nebula@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
2d24e451-3cb9-420c-b80e-bad75a483bfc,1af34c7e-2575-4a29-8ca9-e3075f5c3274,6de07ed5-af48-4381-a038-a817b5769903,1c7646e3-bde4-4bf2-8db5-214b26f2ac2d,e568b88f-dbdf-47b8-bb0f-b346419b6ee1,10,677722,Cassiopeia,Cosmos,Cas-Cos,2283-11-22,cassiopeia_cosmos@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
c8a17a06-1a05-4797-9de8-5dde04c08a2a,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,6de07ed5-af48-4381-a038-a817b5769903,e4c95fcc-9f0a-4bd7-b510-aa170b8d49c1,e568b88f-dbdf-47b8-bb0f-b346419b6ee1,8,302132,Zephyr,Hyperion,Zep-Hyp,2280-05-06,zephyr_hyperion@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
5f57eda0-c87f-4889-ae24-1dfa65ebe98e,bbf25b5e-738a-40a6-bb60-cb8365e58259,abed6ac3-2193-4898-b6a8-8b8d8e331f58,c22e703e-d190-42e9-8f52-14e254ccd099,3ecbf208-aa4f-46e0-a1e4-6aa16b3e3f7c,5,273834,Andromeda,Stellar,And-Ste,2290-02-19,andromeda_stellar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
06d492a2-5d7c-4bca-9c3f-5e0542e15dd7,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,6de07ed5-af48-4381-a038-a817b5769903,4fe16e42-e21c-4910-8699-8f251258b298,e568b88f-dbdf-47b8-bb0f-b346419b6ee1,3,983206,Andromeda,Hyperion,And-Hyp,2230-09-11,andromeda_hyperion@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
052d578b-2c32-4cb9-bce2-54ae1ce38e11,c58df844-0dac-484c-8ebb-43cf61d9b577,abed6ac3-2193-4898-b6a8-8b8d8e331f58,2f67f6dd-e8d8-477d-9c40-013d531a001b,aaee7495-442e-41e7-b75f-1f3c1ab3490e,10,547723,Vega,Pulsar,Veg-Pul,2263-09-13,vega_pulsar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
93211de3-022e-4bfc-8ffa-621fff980594,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,6de07ed5-af48-4381-a038-a817b5769903,5c0e2834-4111-492a-be88-3b90c15af579,55929c45-9f7c-49cd-9f05-35848d9f98d1,8,68985,Zephyr,Pulsar,Zep-Pul,2267-01-11,zephyr_pulsar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
3d8faea0-2fc8-468d-9b10-237745c434a7,ce8a4b9a-20ef-4b21-a3e6-0850e3928838,d11119b4-d1a8-426d-a000-339f0df48a66,ca9277d0-8b67-4951-a9d9-b1d1e05cda74,12efce5a-4904-4e26-b866-acfb9ac3577d,10,16802,Sirius,Eclipse,Sir-Ecl,2264-05-12,sirius_eclipse@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
ddbc8c86-5ead-4a39-bbe1-340f09f7b398,bbf25b5e-738a-40a6-bb60-cb8365e58259,d11119b4-d1a8-426d-a000-339f0df48a66,ff5a53f4-f73d-48cd-b40a-90c1ca8b0f01,aaee7495-442e-41e7-b75f-1f3c1ab3490e,6,230729,Zephyr,Zenith,Zep-Zen,2279-02-09,zephyr_zenith@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
ded625af-77b1-4a8f-9427-8df9561817f3,1af34c7e-2575-4a29-8ca9-e3075f5c3274,a4c92264-54a9-42ac-8bf9-71675375ebb0,d3ceab9d-aaed-4dea-a446-3a6e7d827010,ce8252f0-6942-41fc-97de-30475b03819a,9,546220,Nova,Cosmos,Nov-Cos,2250-07-18,nova_cosmos@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
3214f4f7-1cca-44d7-a0d9-ffc4f6eb3498,1af34c7e-2575-4a29-8ca9-e3075f5c3274,abed6ac3-2193-4898-b6a8-8b8d8e331f58,1cf9fa63-93c2-42dd-822a-110fb220eb6d,3ecbf208-aa4f-46e0-a1e4-6aa16b3e3f7c,4,373283,Orion,Eclipse,Ori-Ecl,2296-07-09,orion_eclipse@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
06152800-2fa1-4952-9778-660bcb4a3fda,f43aeced-8fa5-47d2-b8ef-c864e4e09a37,d11119b4-d1a8-426d-a000-339f0df48a66,e9aab12f-ba80-435e-b24f-1d16bd511770,e44b8b8d-3a2b-4223-9ae7-9e68e41eff0d,7,756640,Zephyr,Celestia,Zep-Cel,2240-11-05,zephyr_celestia@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
6b1c2ad9-3d4f-4625-b836-e4bd9eb86157,f43aeced-8fa5-47d2-b8ef-c864e4e09a37,abed6ac3-2193-4898-b6a8-8b8d8e331f58,d3ceab9d-aaed-4dea-a446-3a6e7d827010,55929c45-9f7c-49cd-9f05-35848d9f98d1,3,295270,Nova,Stellar,Nov-Ste,2201-11-17,nova_stellar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
05f8bd6f-93b6-49dd-a795-129404ef7e26,f43aeced-8fa5-47d2-b8ef-c864e4e09a37,85d4f2da-2e37-4a9f-b165-6f25426e4fc2,5581ddff-4002-4d33-ace6-b82a448b4f8b,aaee7495-442e-41e7-b75f-1f3c1ab3490e,4,115343,Sirius,Pulsar,Sir-Pul,2241-10-20,sirius_pulsar@spacefarers.com,2025-02-24T07:53:07Z,system,2025-02-24T07:53:07Z,system
